SaleID,ProductID,SaleDate,Quantity,TotalSales,StoreLocation
1,447,2/3/2024,4,373.12,"Boston, MA"
2,293,6/3/2024,18,1206.18,"Dallas, TX"
3,913,1/3/2024,2,68.70,"Dallas, TX"
4,366,2/23/2024,13,720.59,"New York City, NY"
5,639,9/24/2024,10,918.10,"Atlanta, GA"
6,432,9/8/2024,4,196.48,"Atlanta, GA"
7,577,8/3/2024,11,1045.77,"San Francisco, CA"
8,292,7/9/2024,12,845.52,"Chicago, IL"
9,285,10/10/2024,18,896.22,"New York City, NY"
10,517,7/3/2024,20,452.80,"Boston, MA"
11,525,6/3/2024,18,906.84,"Dallas, TX"
12,676,4/21/2024,3,160.92,"Dallas, TX"
13,387,4/29/2024,5,333.10,"Seattle, WA"
14,772,3/13/2024,17,383.86,"San Francisco, CA"
15,90,6/21/2024,9,269.19,"Chicago, IL"
16,538,1/30/2024,14,228.76,"Atlanta, GA"
17,914,9/12/2024,20,856.60,"Seattle, WA"
18,881,3/4/2024,19,881.03,"New York City, NY"
19,159,10/2/2024,16,395.20,"Dallas, TX"
20,462,9/29/2024,5,63.30,"Boston, MA"
21,270,5/23/2024,9,897.12,"Boston, MA"
22,960,6/9/2024,9,549.00,"Los Angeles, CA"
23,111,9/8/2024,6,76.20,"New York City, NY"
24,966,4/24/2024,11,1027.07,"Miami, FL"
25,592,9/5/2024,4,286.08,"Dallas, TX"
26,886,8/9/2024,7,461.44,"Boston, MA"
27,121,5/23/2024,18,1065.96,"San Francisco, CA"
28,798,3/19/2024,10,434.70,"New York City, NY"
29,579,7/13/2024,10,354.50,"Dallas, TX"
30,815,7/21/2024,11,937.97,"Atlanta, GA"
31,547,2/18/2024,1,56.83,"Chicago, IL"
32,264,10/10/2024,15,1134.60,"Los Angeles, CA"
33,779,10/18/2024,6,254.40,"Los Angeles, CA"
34,794,2/21/2024,8,621.04,"New York City, NY"
35,383,2/11/2024,2,27.18,"Houston, TX"
36,321,1/8/2024,2,103.94,"San Francisco, CA"
37,349,4/19/2024,6,517.98,"Seattle, WA"
38,607,1/28/2024,10,832.90,"Los Angeles, CA"
39,604,8/25/2024,18,1256.58,"Houston, TX"
40,946,5/23/2024,1,22.75,"San Francisco, CA"
41,593,9/10/2024,10,479.50,"Houston, TX"
42,581,4/6/2024,8,299.28,"Seattle, WA"
43,798,1/27/2024,4,173.88,"Houston, TX"
44,647,3/15/2024,4,74.20,"Miami, FL"
45,200,2/15/2024,1,17.54,"Dallas, TX"
46,729,7/4/2024,18,289.62,"Chicago, IL"
47,695,2/24/2024,1,80.81,"Chicago, IL"
48,782,10/1/2024,1,84.24,"Atlanta, GA"
49,701,5/13/2024,19,868.11,"Miami, FL"
50,168,2/28/2024,13,953.81,"New York City, NY"
51,988,5/1/2024,10,300.20,"Dallas, TX"
52,871,6/30/2024,6,321.24,"Boston, MA"
53,919,3/29/2024,2,141.58,"Seattle, WA"
54,758,4/15/2024,13,1296.88,"Los Angeles, CA"
55,897,10/3/2024,12,817.80,"Los Angeles, CA"
56,133,5/24/2024,16,576.32,"Dallas, TX"
57,626,2/19/2024,19,811.68,"Atlanta, GA"
58,244,1/24/2024,1,99.44,"San Francisco, CA"
60,385,5/14/2024,9,570.42,"Boston, MA"
61,557,2/7/2024,8,165.92,"Boston, MA"
62,161,8/20/2024,16,664.16,"San Francisco, CA"
63,829,5/14/2024,6,362.52,"Los Angeles, CA"
65,84,3/4/2024,20,1875.20,"Los Angeles, CA"
66,119,4/17/2024,6,311.82,"Boston, MA"
67,761,9/17/2024,19,710.79,"Atlanta, GA"
68,429,1/18/2024,13,819.39,"New York City, NY"
69,841,7/25/2024,9,409.59,"Atlanta, GA"
70,952,9/6/2024,11,524.15,"Miami, FL"
71,432,10/29/2024,6,294.72,"Atlanta, GA"
72,329,3/27/2024,6,483.54,"Seattle, WA"
73,228,9/30/2024,20,458.60,"Dallas, TX"
74,849,8/26/2024,11,352.00,"Chicago, IL"
75,598,8/7/2024,3,266.79,"Houston, TX"
76,340,2/1/2024,14,1072.40,"Chicago, IL"
77,93,9/22/2024,19,604.96,"Chicago, IL"
79,947,4/25/2024,2,84.34,"Atlanta, GA"
80,775,3/23/2024,19,858.42,"Miami, FL"
81,618,4/13/2024,17,170.68,"Los Angeles, CA"
82,452,8/8/2024,18,603.72,"Miami, FL"
83,548,8/27/2024,9,593.82,"Boston, MA"
84,104,4/4/2024,2,54.48,"Boston, MA"
85,226,1/7/2024,17,710.43,"Seattle, WA"
86,356,8/17/2024,15,1121.40,"Boston, MA"
87,932,10/30/2024,6,451.50,"Boston, MA"
88,436,4/11/2024,6,336.60,"Seattle, WA"
89,444,10/26/2024,3,291.00,"Dallas, TX"
90,911,8/13/2024,15,1441.50,"Miami, FL"
91,642,4/11/2024,18,1049.22,"Houston, TX"
92,498,10/16/2024,11,692.45,"Seattle, WA"
93,387,5/17/2024,5,333.10,"Dallas, TX"
94,650,6/18/2024,18,741.96,"Miami, FL"
95,551,7/5/2024,4,216.60,"Houston, TX"
96,659,10/3/2024,14,932.68,"Dallas, TX"
97,841,6/22/2024,8,364.08,"Chicago, IL"
98,629,3/2/2024,4,133.64,"Miami, FL"
99,132,7/26/2024,3,237.66,"Atlanta, GA"
100,561,3/11/2024,18,1098.90,"Dallas, TX"
101,329,6/27/2024,19,1531.21,"Chicago, IL"
102,322,3/3/2024,20,1886.60,"Los Angeles, CA"
103,496,6/12/2024,12,205.56,"Seattle, WA"
104,439,10/14/2024,18,1547.82,"Seattle, WA"
105,329,9/4/2024,8,644.72,"Los Angeles, CA"
106,249,10/4/2024,17,463.76,"Houston, TX"
107,838,6/19/2024,7,440.16,"Miami, FL"
108,893,4/18/2024,15,376.05,"Miami, FL"
109,699,1/20/2024,4,351.08,"Boston, MA"
110,158,9/2/2024,4,93.32,"New York City, NY"
111,136,10/18/2024,17,1433.27,"San Francisco, CA"
112,835,3/6/2024,15,917.10,"San Francisco, CA"
113,731,2/1/2024,12,575.04,"New York City, NY"
114,391,6/4/2024,4,92.56,"Houston, TX"
115,465,4/21/2024,3,219.33,"Chicago, IL"
116,766,4/30/2024,4,329.76,"Seattle, WA"
117,246,1/17/2024,9,752.40,"New York City, NY"
118,390,2/13/2024,16,540.48,"Atlanta, GA"
119,159,7/1/2024,15,370.50,"Boston, MA"
120,538,1/10/2024,19,310.46,"Los Angeles, CA"
121,613,1/26/2024,6,217.26,"San Francisco, CA"
122,637,4/8/2024,13,1086.41,"Dallas, TX"
123,252,10/6/2024,2,191.32,"Miami, FL"
124,273,9/16/2024,9,572.13,"Miami, FL"
125,274,2/9/2024,13,806.00,"Boston, MA"
126,827,2/20/2024,3,264.99,"Los Angeles, CA"
127,177,3/21/2024,14,927.64,"Houston, TX"
128,359,9/28/2024,2,102.34,"Boston, MA"
129,277,6/14/2024,8,210.24,"Atlanta, GA"
130,462,8/16/2024,17,215.22,"Houston, TX"
131,289,7/4/2024,3,212.22,"San Francisco, CA"
132,248,6/10/2024,1,99.48,"New York City, NY"
133,335,1/6/2024,9,548.91,"Chicago, IL"
134,156,6/20/2024,19,1258.56,"Boston, MA"
135,636,1/7/2024,18,1189.80,"Miami, FL"
136,330,3/2/2024,3,181.08,"Dallas, TX"
137,611,2/21/2024,1,94.90,"Dallas, TX"
138,684,7/10/2024,6,484.50,"Los Angeles, CA"
140,907,7/15/2024,8,770.96,"Chicago, IL"
141,825,8/6/2024,3,237.90,"Seattle, WA"
143,731,8/26/2024,15,718.80,"Atlanta, GA"
145,438,4/9/2024,19,1271.10,"Atlanta, GA"
146,365,5/18/2024,4,215.32,"Boston, MA"
147,892,6/16/2024,3,237.33,"Chicago, IL"
148,667,5/16/2024,1,57.20,"Atlanta, GA"
149,913,7/5/2024,7,240.45,"Los Angeles, CA"
150,218,1/7/2024,2,106.38,"Atlanta, GA"
151,805,8/12/2024,19,1096.68,"New York City, NY"
153,584,2/10/2024,4,358.60,"Houston, TX"
154,334,3/7/2024,1,35.40,"San Francisco, CA"
156,692,10/27/2024,10,229.10,"Seattle, WA"
157,501,7/31/2024,1,42.01,"New York City, NY"
158,669,9/27/2024,10,336.80,"San Francisco, CA"
159,236,6/10/2024,1,28.66,"Dallas, TX"
160,789,1/29/2024,1,67.47,"Los Angeles, CA"
162,677,10/15/2024,7,405.86,"Dallas, TX"
163,993,7/10/2024,9,856.44,"San Francisco, CA"
164,628,4/25/2024,2,133.84,"New York City, NY"
165,364,5/31/2024,6,564.96,"Miami, FL"
166,395,1/7/2024,18,1418.76,"Houston, TX"
167,185,2/14/2024,13,930.54,"Miami, FL"
168,909,5/13/2024,10,808.10,"Chicago, IL"
169,846,5/2/2024,11,624.91,"New York City, NY"
170,525,5/11/2024,8,403.04,"Boston, MA"
171,509,1/24/2024,8,485.20,"Houston, TX"
174,898,1/20/2024,14,887.88,"Chicago, IL"
175,620,8/19/2024,8,269.20,"Dallas, TX"
176,770,8/23/2024,2,64.88,"Chicago, IL"
177,449,1/28/2024,1,47.72,"Chicago, IL"
178,656,8/16/2024,15,788.25,"Houston, TX"
179,419,2/8/2024,12,1057.56,"Chicago, IL"
180,920,9/22/2024,6,275.64,"San Francisco, CA"
182,474,7/11/2024,10,756.70,"Atlanta, GA"
183,689,5/28/2024,18,1244.34,"Seattle, WA"
187,502,7/25/2024,20,498.40,"Dallas, TX"
188,281,8/31/2024,10,415.20,"Chicago, IL"
189,933,6/11/2024,11,478.83,"Dallas, TX"
190,386,1/24/2024,7,335.23,"San Francisco, CA"
191,838,8/1/2024,16,1006.08,"Chicago, IL"
192,944,5/18/2024,11,369.60,"Houston, TX"
193,918,1/20/2024,8,521.12,"Dallas, TX"
194,323,5/24/2024,19,1394.79,"Seattle, WA"
195,389,5/31/2024,4,330.08,"Chicago, IL"
196,401,6/11/2024,5,208.75,"Houston, TX"
197,528,3/22/2024,6,272.40,"Atlanta, GA"
198,218,3/28/2024,11,585.09,"Atlanta, GA"
200,616,10/12/2024,3,151.92,"Los Angeles, CA"
202,768,9/10/2024,5,87.60,"Dallas, TX"
203,872,10/30/2024,18,225.00,"Dallas, TX"
205,461,1/17/2024,18,499.68,"Dallas, TX"
206,632,5/13/2024,20,1063.60,"Dallas, TX"
209,921,8/12/2024,12,680.16,"Los Angeles, CA"
210,834,5/27/2024,10,622.20,"Miami, FL"
211,559,8/16/2024,6,347.46,"New York City, NY"
212,907,3/4/2024,2,192.74,"Houston, TX"
213,948,8/10/2024,9,314.01,"San Francisco, CA"
214,465,4/28/2024,1,73.11,"Seattle, WA"
215,562,7/5/2024,4,192.48,"New York City, NY"
216,651,6/29/2024,12,203.40,"Boston, MA"
217,277,3/16/2024,12,315.36,"Chicago, IL"
218,836,1/22/2024,16,1325.12,"New York City, NY"
219,482,4/19/2024,13,1148.03,"Chicago, IL"
220,590,2/28/2024,20,1636.00,"Dallas, TX"
221,264,1/8/2024,7,529.48,"Los Angeles, CA"
222,901,10/1/2024,3,227.31,"Chicago, IL"
223,235,3/5/2024,5,139.70,"Miami, FL"
224,641,8/26/2024,5,130.50,"Boston, MA"
227,511,5/23/2024,12,897.72,"Boston, MA"
228,605,5/19/2024,4,341.80,"Houston, TX"
230,460,3/15/2024,2,148.26,"Chicago, IL"
231,547,6/3/2024,13,738.79,"Atlanta, GA"
233,599,7/15/2024,4,182.40,"Chicago, IL"
235,945,5/3/2024,3,174.03,"Houston, TX"
237,284,10/28/2024,7,299.74,"Atlanta, GA"
238,688,1/21/2024,20,1250.80,"New York City, NY"
239,750,8/27/2024,7,142.73,"Miami, FL"
240,781,3/4/2024,20,1779.60,"Houston, TX"
241,685,8/9/2024,16,1157.92,"Atlanta, GA"
243,481,1/2/2024,17,963.22,"Seattle, WA"
244,386,4/22/2024,7,335.23,"Seattle, WA"
245,735,4/7/2024,3,208.56,"Miami, FL"
246,785,10/4/2024,14,606.76,"Boston, MA"
248,542,1/6/2024,14,1346.52,"Miami, FL"
250,300,4/14/2024,13,313.43,"Los Angeles, CA"
251,848,1/4/2024,15,1142.85,"Boston, MA"
256,392,8/3/2024,3,242.01,"Seattle, WA"
257,815,8/3/2024,12,1023.24,"Los Angeles, CA"
258,275,2/12/2024,9,239.04,"Los Angeles, CA"
260,277,8/2/2024,15,394.20,"San Francisco, CA"
261,838,8/18/2024,9,565.92,"Boston, MA"
262,776,4/30/2024,18,1680.48,"Atlanta, GA"
263,413,1/30/2024,11,473.11,"San Francisco, CA"
266,982,5/13/2024,5,456.25,"Atlanta, GA"
267,921,3/27/2024,2,113.36,"New York City, NY"
268,929,2/19/2024,15,229.50,"Atlanta, GA"
270,414,5/14/2024,4,178.40,"Atlanta, GA"
271,659,3/21/2024,3,199.86,"Dallas, TX"
272,827,5/11/2024,13,1148.29,"Dallas, TX"
273,675,8/5/2024,12,598.80,"Atlanta, GA"
275,751,3/3/2024,15,1138.65,"Houston, TX"
277,394,4/4/2024,3,280.89,"Atlanta, GA"
278,653,2/17/2024,19,1285.92,"Atlanta, GA"
280,285,4/7/2024,11,547.69,"Boston, MA"
281,594,9/9/2024,7,371.07,"Miami, FL"
282,386,2/17/2024,4,191.56,"Houston, TX"
283,692,5/10/2024,2,45.82,"Houston, TX"
285,677,9/27/2024,17,985.66,"Atlanta, GA"
286,758,1/24/2024,14,1396.64,"Boston, MA"
287,529,3/1/2024,9,528.66,"Seattle, WA"
290,986,8/9/2024,19,1626.78,"Los Angeles, CA"
291,903,10/11/2024,15,1377.00,"Chicago, IL"
292,437,10/8/2024,20,1951.20,"Houston, TX"
293,691,3/12/2024,3,128.76,"Seattle, WA"
295,969,7/20/2024,4,109.24,"Los Angeles, CA"
296,400,1/1/2024,19,654.17,"Atlanta, GA"
297,968,6/30/2024,18,1750.14,"Houston, TX"
298,742,8/18/2024,20,1065.40,"Chicago, IL"
299,846,8/9/2024,5,284.05,"Atlanta, GA"
301,300,5/16/2024,6,144.66,"Houston, TX"
302,751,5/17/2024,17,1290.47,"Dallas, TX"
303,559,9/2/2024,1,57.91,"Houston, TX"
304,612,10/17/2024,19,1041.20,"New York City, NY"
305,510,5/19/2024,7,274.75,"San Francisco, CA"
306,749,5/31/2024,9,567.45,"Houston, TX"
307,547,4/3/2024,11,625.13,"Chicago, IL"
309,661,3/15/2024,8,116.00,"New York City, NY"
310,660,10/19/2024,9,184.41,"Houston, TX"
311,491,5/2/2024,9,122.04,"San Francisco, CA"
313,394,1/11/2024,15,1404.45,"Boston, MA"
314,934,5/5/2024,1,79.60,"San Francisco, CA"
316,868,7/28/2024,19,362.33,"New York City, NY"
318,347,9/30/2024,6,238.38,"Los Angeles, CA"
319,439,3/27/2024,4,343.96,"Chicago, IL"
320,452,4/18/2024,17,570.18,"Chicago, IL"
322,674,2/22/2024,12,1162.44,"Seattle, WA"
323,504,7/4/2024,16,1104.48,"Dallas, TX"
324,711,7/28/2024,16,263.20,"Houston, TX"
325,924,3/4/2024,18,1227.06,"Seattle, WA"
328,955,3/25/2024,2,99.54,"Atlanta, GA"
329,994,1/4/2024,1,78.45,"San Francisco, CA"
330,742,8/11/2024,14,745.78,"New York City, NY"
333,817,1/1/2024,2,85.24,"New York City, NY"
334,868,2/3/2024,6,114.42,"New York City, NY"
335,346,9/2/2024,11,661.43,"Chicago, IL"
336,782,8/28/2024,4,336.96,"Seattle, WA"
337,783,9/9/2024,9,496.26,"Boston, MA"
338,580,10/27/2024,9,397.71,"Houston, TX"
339,689,10/9/2024,13,898.69,"Los Angeles, CA"
340,645,2/28/2024,19,1294.66,"Chicago, IL"
342,880,5/3/2024,7,148.96,"Chicago, IL"
343,782,2/15/2024,12,1010.88,"Seattle, WA"
346,440,9/1/2024,20,1965.00,"Dallas, TX"
347,738,9/27/2024,5,313.50,"Atlanta, GA"
348,793,6/14/2024,19,405.08,"Atlanta, GA"
349,897,6/26/2024,4,272.60,"Boston, MA"
350,496,4/13/2024,17,291.21,"New York City, NY"
352,540,8/31/2024,10,228.60,"Miami, FL"
353,893,9/11/2024,3,75.21,"Miami, FL"
354,882,4/18/2024,4,375.88,"Miami, FL"
355,721,4/12/2024,10,182.30,"New York City, NY"
356,637,8/2/2024,17,1420.69,"New York City, NY"
359,806,1/22/2024,15,912.30,"Chicago, IL"
360,763,2/1/2024,20,495.00,"San Francisco, CA"
361,451,9/1/2024,18,1347.12,"San Francisco, CA"
363,459,3/17/2024,4,209.40,"Atlanta, GA"
365,923,3/1/2024,3,269.70,"Houston, TX"
367,815,1/8/2024,14,1193.78,"Atlanta, GA"
372,895,2/23/2024,8,750.00,"New York City, NY"
377,958,3/16/2024,14,746.90,"Miami, FL"
378,762,3/15/2024,12,886.08,"Seattle, WA"
381,899,5/18/2024,11,389.95,"Dallas, TX"
383,633,4/25/2024,12,762.36,"New York City, NY"
386,716,5/2/2024,19,640.11,"Dallas, TX"
388,499,1/21/2024,11,901.78,"Boston, MA"
391,403,8/5/2024,2,181.74,"Seattle, WA"
392,657,6/30/2024,19,1399.54,"Los Angeles, CA"
394,564,10/29/2024,9,694.98,"San Francisco, CA"
395,906,2/18/2024,5,254.15,"Atlanta, GA"
397,874,1/11/2024,19,790.40,"Seattle, WA"
398,823,9/20/2024,14,1142.96,"Atlanta, GA"
399,432,7/6/2024,15,736.80,"Miami, FL"
402,613,10/1/2024,6,217.26,"Houston, TX"
406,585,1/24/2024,5,336.50,"San Francisco, CA"
408,692,5/15/2024,13,297.83,"Boston, MA"
409,504,7/12/2024,8,552.24,"Houston, TX"
410,456,3/3/2024,20,1932.40,"San Francisco, CA"
411,496,1/13/2024,5,85.65,"Dallas, TX"
413,1000,2/11/2024,10,164.00,"Boston, MA"
414,494,7/24/2024,8,149.76,"Chicago, IL"
415,546,10/7/2024,10,234.90,"Los Angeles, CA"
417,762,6/10/2024,2,147.68,"Los Angeles, CA"
418,764,8/14/2024,15,291.60,"Atlanta, GA"
419,917,4/23/2024,4,102.40,"Boston, MA"
422,955,8/15/2024,10,497.70,"Dallas, TX"
423,606,8/9/2024,13,463.19,"Miami, FL"
424,996,5/1/2024,3,74.43,"New York City, NY"
426,696,6/29/2024,16,1464.96,"San Francisco, CA"
427,547,2/17/2024,15,852.45,"Chicago, IL"
428,510,9/19/2024,9,353.25,"San Francisco, CA"
429,595,5/1/2024,19,1291.05,"Dallas, TX"
430,750,2/17/2024,18,367.02,"Houston, TX"
431,985,7/3/2024,11,1082.29,"Dallas, TX"
432,696,5/10/2024,6,549.36,"Los Angeles, CA"
433,560,3/26/2024,18,606.06,"San Francisco, CA"
434,878,2/19/2024,12,1009.44,"Chicago, IL"
436,963,5/12/2024,18,1007.64,"Atlanta, GA"
437,683,1/19/2024,15,1459.50,"Los Angeles, CA"
441,850,1/23/2024,15,981.90,"Dallas, TX"
444,810,8/15/2024,4,281.76,"Miami, FL"
445,663,6/8/2024,17,395.25,"Houston, TX"
448,670,5/13/2024,5,191.95,"Los Angeles, CA"
452,906,4/10/2024,7,355.81,"San Francisco, CA"
453,585,1/11/2024,9,605.70,"Chicago, IL"
454,492,10/3/2024,13,1269.84,"Houston, TX"
455,622,8/10/2024,1,80.42,"Los Angeles, CA"
457,647,4/12/2024,15,278.25,"Seattle, WA"
458,958,5/20/2024,16,853.60,"Los Angeles, CA"
468,888,4/16/2024,3,51.12,"Chicago, IL"
469,794,3/27/2024,14,1086.82,"San Francisco, CA"
470,606,4/29/2024,20,712.60,"Chicago, IL"
471,829,1/5/2024,8,483.36,"Dallas, TX"
473,841,1/14/2024,8,364.08,"Houston, TX"
475,719,1/12/2024,15,558.45,"Houston, TX"
477,696,5/22/2024,17,1556.52,"Seattle, WA"
479,541,10/2/2024,20,1080.80,"Los Angeles, CA"
480,887,8/17/2024,17,386.75,"Miami, FL"
481,850,1/14/2024,6,392.76,"Miami, FL"
485,693,4/27/2024,17,1608.54,"Los Angeles, CA"
486,833,7/2/2024,15,1082.85,"Dallas, TX"
488,879,10/19/2024,15,1106.40,"Houston, TX"
490,808,10/6/2024,1,76.64,"Atlanta, GA"
491,879,8/16/2024,4,295.04,"San Francisco, CA"
492,669,7/19/2024,19,639.92,"Dallas, TX"
494,520,10/8/2024,8,778.88,"Seattle, WA"
495,517,2/11/2024,2,45.28,"Dallas, TX"
499,743,4/15/2024,1,47.69,"Houston, TX"
500,901,8/12/2024,19,1439.63,"Atlanta, GA"
501,929,5/26/2024,16,244.80,"Seattle, WA"
503,952,2/20/2024,1,47.65,"Miami, FL"
505,711,10/4/2024,18,296.10,"Dallas, TX"
506,843,2/29/2024,17,177.82,"Chicago, IL"
507,809,10/14/2024,10,356.30,"Dallas, TX"
508,521,3/4/2024,19,816.24,"Chicago, IL"
511,805,9/3/2024,12,692.64,"Houston, TX"
512,534,10/30/2024,12,665.16,"Chicago, IL"
513,587,4/19/2024,5,465.45,"New York City, NY"
516,522,7/21/2024,10,916.40,"Houston, TX"
520,782,4/19/2024,16,1347.84,"Seattle, WA"
522,559,8/1/2024,11,637.01,"Seattle, WA"
524,892,10/13/2024,8,632.88,"New York City, NY"
525,690,1/9/2024,5,166.25,"Los Angeles, CA"
526,888,3/20/2024,2,34.08,"Atlanta, GA"
528,759,10/9/2024,17,1079.84,"Boston, MA"
532,901,7/27/2024,10,757.70,"Miami, FL"
534,923,5/29/2024,20,1798.00,"Houston, TX"
541,770,2/8/2024,15,486.60,"Chicago, IL"
542,802,10/4/2024,4,208.08,"Atlanta, GA"
543,984,9/29/2024,3,274.26,"Seattle, WA"
547,623,8/22/2024,3,208.47,"Miami, FL"
552,598,8/13/2024,13,1156.09,"Chicago, IL"
553,763,2/7/2024,13,321.75,"New York City, NY"
554,744,8/28/2024,14,565.32,"Chicago, IL"
555,756,5/17/2024,7,438.90,"Dallas, TX"
557,924,1/10/2024,7,477.19,"Dallas, TX"
558,904,4/21/2024,1,17.40,"Houston, TX"
559,836,4/3/2024,8,662.56,"Miami, FL"
560,835,10/14/2024,17,1039.38,"San Francisco, CA"
567,701,6/11/2024,8,365.52,"Miami, FL"
568,945,6/12/2024,5,290.05,"Atlanta, GA"
569,902,1/15/2024,10,946.40,"Houston, TX"
571,570,2/25/2024,16,1427.84,"Boston, MA"
574,634,3/15/2024,3,279.87,"New York City, NY"
575,951,2/11/2024,18,1174.32,"Atlanta, GA"
577,790,3/23/2024,7,300.86,"Dallas, TX"
578,943,5/13/2024,6,538.02,"Chicago, IL"
580,639,1/10/2024,17,1560.77,"Houston, TX"
584,665,3/11/2024,12,558.24,"Miami, FL"
585,797,5/19/2024,14,735.98,"Dallas, TX"
587,650,2/21/2024,12,494.64,"Chicago, IL"
588,730,6/17/2024,2,185.52,"Houston, TX"
590,952,8/22/2024,5,238.25,"Miami, FL"
591,882,7/5/2024,4,375.88,"Los Angeles, CA"
592,982,10/11/2024,5,456.25,"Los Angeles, CA"
601,818,8/28/2024,3,264.84,"New York City, NY"
608,687,7/19/2024,3,185.37,"Seattle, WA"
612,888,1/13/2024,2,34.08,"Seattle, WA"
613,777,5/28/2024,5,78.75,"Houston, TX"
614,800,4/18/2024,4,166.96,"Seattle, WA"
618,783,6/24/2024,6,330.84,"Boston, MA"
619,846,3/31/2024,3,170.43,"Boston, MA"
622,878,2/21/2024,4,336.48,"Boston, MA"
624,834,1/3/2024,5,311.10,"Seattle, WA"
626,757,1/11/2024,4,252.80,"Boston, MA"
627,790,9/7/2024,18,773.64,"San Francisco, CA"
629,933,5/13/2024,8,348.24,"Chicago, IL"
637,971,6/4/2024,11,1056.77,"Boston, MA"
646,974,1/10/2024,5,435.05,"New York City, NY"
648,814,4/27/2024,18,1276.02,"Dallas, TX"
649,753,8/1/2024,20,1890.00,"Houston, TX"
651,822,1/16/2024,6,484.80,"Los Angeles, CA"
652,991,10/20/2024,16,598.08,"Chicago, IL"
653,969,2/21/2024,3,81.93,"Los Angeles, CA"
654,856,3/8/2024,19,545.11,"Atlanta, GA"
663,741,1/13/2024,9,873.27,"New York City, NY"
665,899,4/29/2024,8,283.60,"Boston, MA"
670,834,8/20/2024,14,871.08,"Chicago, IL"
671,759,1/17/2024,12,762.24,"Miami, FL"
672,896,3/5/2024,5,202.70,"New York City, NY"
674,948,3/14/2024,13,453.57,"Seattle, WA"
675,743,1/28/2024,3,143.07,"Boston, MA"
676,767,4/21/2024,12,245.28,"Houston, TX"
678,950,1/22/2024,15,455.55,"Atlanta, GA"
679,734,7/22/2024,2,194.42,"San Francisco, CA"
683,964,5/3/2024,16,193.28,"Atlanta, GA"
685,977,8/19/2024,5,187.90,"Boston, MA"
686,795,2/16/2024,18,746.82,"San Francisco, CA"
687,893,6/3/2024,18,451.26,"Chicago, IL"
688,714,3/8/2024,2,79.64,"Dallas, TX"
691,897,5/26/2024,4,272.60,"Los Angeles, CA"
692,978,6/19/2024,9,778.32,"Miami, FL"
696,937,6/9/2024,15,531.60,"New York City, NY"
703,706,10/4/2024,15,961.80,"Chicago, IL"
704,933,7/18/2024,8,348.24,"San Francisco, CA"
707,779,2/19/2024,5,212.00,"Miami, FL"
713,942,8/20/2024,1,79.47,"Chicago, IL"
716,731,2/23/2024,10,479.20,"Los Angeles, CA"
720,933,3/29/2024,7,304.71,"San Francisco, CA"
721,775,8/26/2024,13,587.34,"New York City, NY"
723,927,5/7/2024,19,776.53,"Los Angeles, CA"
724,887,2/15/2024,7,159.25,"San Francisco, CA"
725,997,4/18/2024,19,1820.20,"Boston, MA"
728,746,7/17/2024,16,231.84,"San Francisco, CA"
730,792,2/17/2024,6,556.14,"Dallas, TX"
734,767,3/7/2024,1,20.44,"Chicago, IL"
735,808,10/22/2024,14,1072.96,"Boston, MA"
736,804,10/3/2024,13,919.88,"Miami, FL"
739,943,5/10/2024,4,358.68,"San Francisco, CA"
742,978,8/25/2024,20,1729.60,"Los Angeles, CA"
747,824,3/16/2024,11,738.43,"Seattle, WA"
758,985,5/20/2024,9,885.51,"Seattle, WA"
766,968,4/28/2024,7,680.61,"San Francisco, CA"
769,996,5/18/2024,9,223.29,"Atlanta, GA"
775,848,6/30/2024,20,1523.80,"Chicago, IL"
779,927,6/3/2024,13,531.31,"Miami, FL"
780,938,2/13/2024,15,1025.85,"San Francisco, CA"
783,872,8/13/2024,10,125.00,"Houston, TX"
786,996,4/7/2024,8,198.48,"Dallas, TX"
789,797,2/17/2024,5,262.85,"Atlanta, GA"
798,1000,3/9/2024,4,65.60,"New York City, NY"
808,860,6/10/2024,17,794.75,"Houston, TX"
832,857,6/23/2024,14,476.14,"Los Angeles, CA"
838,935,5/14/2024,2,140.26,"Seattle, WA"
847,986,10/16/2024,10,856.20,"Boston, MA"
848,977,1/10/2024,1,37.58,"New York City, NY"
852,965,1/27/2024,7,227.99,"Atlanta, GA"
862,890,7/11/2024,6,446.94,"San Francisco, CA"
863,905,7/26/2024,16,1583.20,"Dallas, TX"
868,939,2/4/2024,18,916.74,"Seattle, WA"
875,894,9/25/2024,16,941.92,"Atlanta, GA"
888,950,6/14/2024,2,60.74,"New York City, NY"
940,945,7/5/2024,13,754.13,"Seattle, WA"
945,977,1/7/2024,1,37.58,"Chicago, IL"
